squareMeters,floor,buildYear,poiCount,price_per_m2,clinicDistance_binned,kindergartenDistance_binned,collegeDistance_binned,pharmacyDistance_binned,centreDistance_binned,price_per_m2_log,hasParkingSpace_yes,hasBalcony_yes,hasElevator_no,hasElevator_yes,type_blockOfFlats,type_tenement,condition_premium,condition_standard
53.69,3.0,2006.0,9.0,12852.0,2,0,5,0,6,9.461254720235749,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
34.11,7.0,2002.0,13.0,16974.0,1,0,6,0,9,9.739438040529622,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
48.0,6.0,2014.0,22.0,16646.0,3,0,2,0,8,9.71992522630604,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,1.0,2009.0,32.0,18000.0,0,0,0,0,3,9.798127036878302,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
53.3,2.0,2023.0,2.0,14353.0,2,1,3,1,7,9.57171425857138,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
47.0,3.0,1970.0,18.0,14574.0,2,0,3,0,5,9.586994398230228,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
32.0,1.0,2001.0,20.0,17719.0,0,0,4,0,4,9.78239278915807,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
100.0,3.0,1993.0,1.0,10993.0,3,0,3,1,7,9.305013985578864,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
41.0,10.0,1968.0,14.0,12000.0,1,0,1,0,8,9.392661928770137,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
39.0,3.0,1972.0,13.0,14872.0,1,0,1,0,8,9.60723552940128,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
51.5,3.0,2022.0,7.0,21359.0,0,0,3,1,4,9.969228475498804,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
51.89,3.0,1960.0,13.0,13201.0,3,0,1,0,8,9.488047863280759,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
69.0,1.0,2013.0,4.0,14168.0,2,0,4,0,4,9.55874117946267,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
42.07,4.0,2000.0,12.0,12717.0,2,0,2,0,9,9.450694960020746,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
100.0,3.0,1930.0,16.0,15741.0,0,0,0,0,3,9.664024052354822,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
73.0,1.0,1922.0,15.0,23288.0,0,0,1,0,2,10.05569348542546,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
56.89,1.0,2010.0,28.0,18263.0,0,0,1,0,2,9.812632434192041,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
39.0,1.0,2000.0,6.0,18900.0,1,1,3,0,3,9.846917201047734,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
45.03,4.0,2000.0,6.0,18800.0,1,1,3,0,3,9.84161214881804,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
57.05,4.0,2000.0,6.0,19500.0,1,1,3,0,3,9.878169744551839,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
67.0,4.0,2000.0,22.0,17761.0,1,0,1,0,1,9.784760321267326,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
55.0,2.0,2017.0,19.0,21818.0,1,0,1,0,1,9.990490596157702,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
36.0,2.0,2001.0,2.0,18056.0,1,1,2,0,3,9.801233318497372,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
53.0,2.0,1930.0,35.0,19811.0,0,0,0,0,3,9.893992617974327,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
63.8,6.0,1983.0,13.0,15596.0,2,0,1,0,7,9.654769750102489,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
34.5,3.0,2023.0,3.0,18841.0,4,0,3,0,7,9.843790625278,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
39.5,2.0,2008.0,6.0,17949.0,1,0,8,0,7,9.795289682058142,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
57.0,7.0,1978.0,24.0,16667.0,0,0,0,0,3,9.721185995542177,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
51.0,1.0,2012.0,11.0,14902.0,1,0,4,0,5,9.609250711113672,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
38.0,3.0,2000.0,0.0,15789.0,3,2,2,2,9,9.667068774021889,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
31.0,3.0,1932.0,45.0,22548.0,1,0,1,0,0,10.023401649201466,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
39.0,4.0,1975.0,21.0,12692.0,1,0,1,0,9,9.448727152703086,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
62.0,4.0,1980.0,10.0,10863.0,2,0,2,0,9,9.293117798433752,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
45.72,9.0,2023.0,9.0,16951.0,2,0,3,0,9,9.738082108118487,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
47.5,8.0,2000.0,18.0,13874.0,1,0,0,0,4,9.537771863945247,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
25.5,3.0,1922.0,33.0,20000.0,0,0,0,0,2,9.903487552536127,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
60.25,3.0,2011.0,11.0,16415.0,1,0,3,0,4,9.705950829935693,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
34.28,1.0,1980.0,1.0,16365.0,3,0,3,1,7,9.702900186935281,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
56.7,2.0,1973.0,20.0,14092.0,0,0,2,0,9,9.553362539461128,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
36.58,3.0,2018.0,20.0,17769.0,0,0,4,0,4,9.785210644945074,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
45.5,10.0,1977.0,16.0,13516.0,1,0,2,0,5,9.511629447834181,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
47.0,10.0,1970.0,18.0,16298.0,1,0,1,0,1,9.698797679880165,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
67.0,2.0,1935.0,5.0,25399.0,0,0,2,0,3,10.142465082152865,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
74.0,7.0,2014.0,5.0,13500.0,0,0,6,0,6,9.51044496442652,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
68.3,7.0,1975.0,16.0,13031.0,0,0,0,0,7,9.475086413144906,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
93.0,3.0,2014.0,18.0,24731.0,0,0,0,0,2,10.115812796414458,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
52.0,7.0,1979.0,19.0,14596.0,1,0,2,0,5,9.588502797556337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
55.8,5.0,2016.0,24.0,18450.0,0,0,3,0,4,9.822819649468673,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
50.0,3.0,2000.0,1.0,15800.0,1,1,3,1,4,9.667765219015058,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
46.0,1.0,2017.0,15.0,19674.0,0,0,2,0,6,9.887053246072703,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
45.22,8.0,2008.0,9.0,21882.0,1,0,2,0,4,9.993419660036736,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
47.63,3.0,2000.0,22.0,15117.0,2,0,1,0,9,9.623575217348709,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
76.35,1.0,2023.0,7.0,18847.0,1,1,3,0,3,9.844109029016629,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
54.0,1.0,2011.0,13.0,13796.0,0,0,4,0,8,9.532133974056732,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
49.0,3.0,1955.0,21.0,11224.0,2,0,2,0,9,9.325809621782296,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
67.49,3.0,2002.0,7.0,14447.0,1,0,2,0,3,9.578242059529382,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
59.73,6.0,2007.0,17.0,16558.0,0,0,1,0,4,9.71462464769875,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
65.7,1.0,1920.0,9.0,16728.0,0,0,5,0,5,9.72483924110847,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
67.48,3.0,2010.0,24.0,14078.0,3,0,3,0,7,9.552368574168076,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
44.0,7.0,1970.0,11.0,14091.0,1,0,1,0,5,9.553291574695105,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
48.5,3.0,2018.0,0.0,13505.0,1,1,8,2,9,9.510815266226716,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
52.0,3.0,2004.0,15.0,14231.0,0,0,5,0,5,9.56317796268366,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
43.49,1.0,2022.0,7.0,14946.0,1,0,7,0,9,9.612198984490236,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
34.21,1.0,1960.0,1.0,16399.0,3,0,3,1,7,9.704975636343447,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
48.0,7.0,2018.0,1.0,20312.0,3,0,3,1,7,9.918967123384514,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
68.0,5.0,2000.0,17.0,16176.0,1,0,4,0,8,9.691283941260252,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
64.8,3.0,1992.0,13.0,13194.0,1,0,2,0,5,9.487517459782817,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
40.6,1.0,1970.0,8.0,14532.0,3,0,5,0,9,9.584108393341092,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
73.36,2.0,1922.0,32.0,13618.0,0,1,1,0,0,9.519147726042911,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
45.5,1.0,2021.0,8.0,14725.0,0,0,8,0,9,9.597302008519787,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
100.0,3.0,1950.0,45.0,17422.0,0,1,1,0,1,9.765489054378838,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
55.3,1.0,1974.0,25.0,25399.0,0,1,1,0,1,10.142465082152865,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
74.92,2.0,2009.0,2.0,19341.0,2,1,4,1,3,9.86998247397873,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
58.83,2.0,2024.0,3.0,14091.0,0,1,4,1,7,9.553291574695105,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
37.25,3.0,1964.0,20.0,19866.0,1,0,1,0,1,9.8967650067753,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
28.08,2.0,2019.0,1.0,19053.0,1,1,5,2,7,9.854979848471084,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
34.78,3.0,1960.0,28.0,20328.0,2,0,0,0,9,9.919754525,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
48.5,2.0,1960.0,8.0,16433.0,0,0,3,0,4,9.707046787181289,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
51.14,1.0,2000.0,20.0,14666.0,0,0,4,0,4,9.593287168653745,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
55.14,1.0,2023.0,45.0,25399.0,0,1,1,0,0,10.142465082152865,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
73.19,4.0,2017.0,15.0,24457.0,0,0,0,0,3,10.10467175249591,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
48.0,1.0,2000.0,4.0,16042.0,1,0,4,1,5,9.68296556192687,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
33.0,1.0,2016.0,12.0,17909.0,0,0,6,0,9,9.79305865876674,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
56.0,3.0,1920.0,19.0,17679.0,0,0,1,0,3,9.780132773506024,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
54.27,2.0,2015.0,21.0,13543.0,2,0,4,0,6,9.513625087655372,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
25.1,2.0,1971.0,21.0,15896.0,2,0,4,0,6,9.673822784231653,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
100.0,2.0,1922.0,45.0,19531.0,0,0,0,0,1,9.879758225836891,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
36.0,5.0,1950.0,28.0,21083.0,0,0,0,0,2,9.956222307519994,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
28.7,2.0,1960.0,35.0,19334.0,2,0,1,0,9,9.869620483024551,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
27.56,3.0,1965.0,6.0,18832.0,3,0,5,0,9,9.843312829500057,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
47.5,6.0,2020.0,19.0,17663.0,1,0,2,0,9,9.779227335155444,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
47.5,6.0,2000.0,19.0,17663.0,1,0,2,0,9,9.779227335155444,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
93.0,3.0,2014.0,17.0,24409.0,0,0,0,0,2,10.102707195730964,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
32.1,3.0,1970.0,17.0,16106.0,1,0,5,0,9,9.68694715235549,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
32.0,1.0,1955.0,45.0,17500.0,0,0,0,0,1,9.769956159911606,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
86.5,3.0,1930.0,32.0,21965.0,0,0,0,0,3,9.99720555640988,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
73.0,1.0,2005.0,10.0,15205.0,0,0,2,0,4,9.629379600111465,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
100.0,2.0,1934.0,28.0,19454.0,1,0,1,0,3,9.875807983429386,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
100.0,1.0,2019.0,7.0,17063.0,2,2,2,0,5,9.744667655527264,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
47.0,3.0,2001.0,24.0,16383.0,0,0,6,0,6,9.703999490820264,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
100.0,1.0,2019.0,7.0,16981.0,2,2,2,0,5,9.739850350946302,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
86.0,3.0,1936.0,24.0,22093.0,0,1,1,0,1,10.003016095251029,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
100.0,3.0,1939.0,45.0,25399.0,0,0,1,0,0,10.142465082152865,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
34.0,2.0,2020.0,14.0,25399.0,0,0,1,0,2,10.142465082152865,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
36.0,3.0,2000.0,10.0,19417.0,3,0,5,0,9,9.873904249994453,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
61.4,4.0,1983.0,11.0,11401.0,1,0,1,0,6,9.34145634983372,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
39.0,2.0,1970.0,6.0,15872.0,1,0,3,0,4,9.672311829524654,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
48.52,3.0,2018.0,0.0,13500.0,2,2,9,2,9,9.51044496442652,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
71.45,4.0,1938.0,45.0,20294.0,1,0,0,0,2,9.918080554839028,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
33.0,2.0,2022.0,0.0,19697.0,2,3,7,4,9,9.888221618865694,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
53.8,2.0,2000.0,23.0,14628.0,0,0,0,0,6,9.590692779269272,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
33.0,3.0,2022.0,0.0,18636.0,2,3,7,3,9,9.832850472936688,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
25.91,2.0,2017.0,10.0,23118.0,0,0,2,0,4,10.048366813854212,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
73.0,4.0,2017.0,25.0,24521.0,0,0,0,0,2,10.1072851722528,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
36.04,7.0,2017.0,20.0,23169.0,0,0,1,1,2,10.050570457237374,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
26.15,1.0,2020.0,15.0,22753.0,1,0,1,0,3,10.032452283817127,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
36.44,1.0,1960.0,0.0,16191.0,1,2,6,3,8,9.692210811286753,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
52.91,2.0,1950.0,15.0,15101.0,1,0,2,0,9,9.62251624577579,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
35.0,1.0,1962.0,27.0,16029.0,0,0,4,0,5,9.68215486062588,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
48.0,4.0,1970.0,28.0,14583.0,2,0,0,0,9,9.587611745713565,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
37.0,1.0,1980.0,28.0,16081.0,2,0,0,0,9,9.685393729854024,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
34.5,3.0,1980.0,7.0,17942.0,2,0,2,0,3,9.794899612119229,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
62.4,4.0,1970.0,21.0,12804.0,2,0,0,0,8,9.457512901089753,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
33.0,1.0,1920.0,45.0,17576.0,1,0,0,0,0,9.774289614064447,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
98.0,5.0,2023.0,30.0,17133.0,0,0,1,0,2,9.748761707332973,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
62.0,4.0,1982.0,11.0,13177.0,0,0,3,0,5,9.486228164545253,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47.33,7.0,2023.0,19.0,17431.0,0,0,1,0,3,9.766005509214866,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
47.0,7.0,2018.0,21.0,25000.0,1,0,1,0,3,10.126631103850338,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
59.72,3.0,1922.0,16.0,18419.0,0,1,1,0,1,9.821138019519102,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
100.0,1.0,2023.0,1.0,24474.0,2,1,4,1,5,10.105366608545614,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
33.0,3.0,2000.0,0.0,21212.0,2,3,7,4,9,9.962322338257021,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
68.0,7.0,1975.0,22.0,13088.0,0,0,0,0,7,9.479451058842528,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
34.0,9.0,1984.0,20.0,16147.0,0,0,0,0,7,9.689489552881621,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
44.6,4.0,1970.0,21.0,13901.0,1,0,4,0,4,9.539716058977092,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
58.0,1.0,2022.0,1.0,17241.0,3,0,3,1,7,9.75504554717585,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
48.0,7.0,2000.0,19.0,20729.0,0,0,1,0,3,9.93928896499951,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
55.0,3.0,2015.0,13.0,18164.0,1,0,0,0,4,9.807196892217842,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
50.0,7.0,2002.0,10.0,16000.0,2,0,4,1,5,9.680344001221918,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
46.0,3.0,1990.0,5.0,15870.0,2,0,5,0,4,9.672185813520455,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
53.01,2.0,2009.0,0.0,13186.0,3,3,6,3,9,9.486910939673246,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
31.12,3.0,1920.0,45.0,24711.0,1,0,1,0,0,10.115003767609359,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
66.0,5.0,2000.0,7.0,19900.0,1,0,3,1,3,9.898475010712584,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
100.0,3.0,1920.0,45.0,16498.0,1,0,0,0,0,9.710994440420677,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
40.42,3.0,1965.0,24.0,16329.0,2,0,2,0,8,9.70069794710231,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
50.0,1.0,1980.0,11.0,12800.0,2,0,2,0,5,9.457200449907708,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
49.3,4.0,1981.0,0.0,14807.0,4,2,1,2,7,9.602855320908718,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
36.0,4.0,1960.0,17.0,15250.0,1,0,3,0,5,9.632334782035558,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
51.89,3.0,1960.0,16.0,12912.0,3,0,1,0,8,9.46591239050973,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
71.5,1.0,2010.0,7.0,14895.0,0,0,2,1,4,9.608780865147382,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
32.0,3.0,1974.0,17.0,16156.0,1,0,5,0,9,9.690046776683303,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
49.38,3.0,1997.0,10.0,14986.0,0,0,1,0,6,9.614871710924255,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
100.0,2.0,1922.0,45.0,17021.0,0,0,0,0,1,9.742203154807973,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
52.0,7.0,2009.0,9.0,18558.0,1,0,0,0,5,9.828656241913125,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
82.0,1.0,1920.0,45.0,21000.0,1,0,0,0,1,9.95227771670556,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
50.0,7.0,2000.0,24.0,15980.0,1,0,2,0,8,9.679093219320265,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
52.0,2.0,1930.0,45.0,19808.0,1,0,1,0,0,9.893841175484322,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
39.0,2.0,1920.0,45.0,17923.0,0,1,1,0,1,9.793840083231597,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
63.43,1.0,2024.0,17.0,15700.0,2,0,4,0,5,9.6614159913364,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
54.0,1.0,2017.0,45.0,25399.0,1,1,1,0,1,10.142465082152865,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
79.0,4.0,1985.0,17.0,12139.0,0,0,0,0,7,9.404178688897805,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
35.0,1.0,2000.0,9.0,22571.0,2,0,2,1,2,10.024421175431756,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
52.0,3.0,2000.0,19.0,12885.0,3,0,1,0,8,9.463819123086465,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
57.0,3.0,1952.0,23.0,14018.0,3,0,0,0,9,9.54809749706027,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
68.0,4.0,2001.0,13.0,13676.0,1,0,4,0,4,9.523397750759193,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
65.4,3.0,1929.0,45.0,25399.0,1,1,0,0,1,10.142465082152865,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
81.2,2.0,2002.0,12.0,14163.0,1,0,5,0,6,9.558388209214396,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
93.68,1.0,1930.0,45.0,19000.0,0,0,0,0,1,9.852194258148577,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
54.6,2.0,1960.0,1.0,14597.0,3,0,3,1,7,9.588571307130579,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
52.0,3.0,2000.0,18.0,12885.0,3,0,1,0,8,9.463819123086465,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
48.37,1.0,2017.0,8.0,20674.0,1,0,1,1,3,9.93663215112843,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
29.0,3.0,2014.0,8.0,18345.0,0,0,6,0,6,9.817112336789382,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
50.0,7.0,1970.0,28.0,16000.0,2,0,0,0,9,9.680344001221918,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
51.0,3.0,2000.0,18.0,13725.0,3,0,1,0,8,9.526974266377731,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
40.0,1.0,2022.0,2.0,18500.0,1,1,3,1,5,9.825526011066415,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
56.0,8.0,1989.0,4.0,15268.0,1,0,2,1,5,9.63351441386512,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
66.0,3.0,2000.0,7.0,13621.0,2,0,2,0,9,9.519367998447342,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
43.0,1.0,2017.0,7.0,15558.0,1,0,8,0,9,9.652330254766719,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
100.0,4.0,2020.0,45.0,21106.0,0,0,0,0,1,9.957312639231036,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
77.3,3.0,2023.0,3.0,17750.0,1,1,0,1,4,9.784140794903562,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
81.52,1.0,2023.0,10.0,18950.0,0,0,1,0,4,9.849559210510572,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
28.13,5.0,2018.0,45.0,25399.0,0,1,1,0,1,10.142465082152865,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
48.9,2.0,1920.0,45.0,25399.0,0,0,1,0,1,10.142465082152865,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
38.23,1.0,1927.0,45.0,22888.0,1,0,0,0,1,10.038368034729945,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
39.08,6.0,2023.0,3.0,17861.0,1,1,4,1,4,9.790374843904484,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
56.19,2.0,2023.0,11.0,15127.0,0,1,3,0,3,9.6242365055622,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
39.09,3.0,1920.0,45.0,22896.0,0,0,0,0,0,10.038717501796231,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
29.8,1.0,2012.0,45.0,25399.0,0,0,1,0,1,10.142465082152865,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
36.47,3.0,1966.0,17.0,14478.0,0,0,1,0,4,9.580385534853086,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
53.0,2.0,1930.0,33.0,18679.0,0,0,0,0,3,9.835155177159303,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
58.0,6.0,2024.0,9.0,19810.0,1,0,2,0,5,9.893942139692596,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
49.0,1.0,2024.0,7.0,18365.0,0,0,3,0,4,9.818201958253768,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
55.72,1.0,2002.0,10.0,14340.0,0,0,1,0,6,9.57080811415361,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
