squareMeters,floor,buildYear,poiCount,price_per_m2,clinicDistance_binned,kindergartenDistance_binned,collegeDistance_binned,pharmacyDistance_binned,centreDistance_binned,price_per_m2_log,hasParkingSpace_yes,hasBalcony_yes,hasElevator_no,hasElevator_yes,type_blockOfFlats,type_tenement,condition_premium,condition_standard
62.29,3.0,2012.0,3.0,15572.0,0,1,5,2,7,9.653229708730347,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
62.8,2.0,1992.0,11.0,12723.0,1,0,4,0,5,9.4511666581427,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
60.0,2.0,2000.0,13.0,13317.0,1,0,3,0,6,9.496796693502144,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
40.0,2.0,2000.0,12.0,16225.0,1,0,0,0,4,9.69430854157229,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
49.1,3.0,1983.0,10.0,15275.0,1,0,2,0,5,9.633972784039797,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
34.0,1.0,1984.0,12.0,17324.0,1,0,1,0,6,9.759848102334518,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
67.0,1.0,1999.0,2.0,11925.0,2,1,3,1,5,9.386392315756542,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
88.0,2.0,1930.0,20.0,17898.0,0,0,1,0,3,9.792444253742804,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
46.17,3.0,1965.0,18.0,14836.0,2,0,3,0,5,9.604811938609481,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
51.0,3.0,2019.0,11.0,22882.0,1,0,1,0,5,10.03810585426089,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
66.0,5.0,2016.0,12.0,19900.0,1,0,3,0,3,9.898475010712584,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
77.0,3.0,1922.0,28.0,20779.0,0,1,1,0,1,9.94169814029988,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
39.0,5.0,1970.0,28.0,14231.0,2,0,0,0,9,9.56317796268366,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
29.0,8.0,2018.0,13.0,18793.0,0,0,3,0,9,9.8412397390566,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
36.22,1.0,1930.0,0.0,18222.0,1,1,1,1,3,9.810384934273804,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
45.0,3.0,1930.0,42.0,18600.0,1,1,1,0,1,9.830916859701293,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
75.0,9.0,2008.0,12.0,20667.0,1,0,1,0,5,9.936293504261306,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
44.0,1.0,1966.0,23.0,14909.0,0,0,2,0,8,9.6097203364284,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
42.0,10.0,2000.0,18.0,14524.0,2,0,1,0,4,9.583557732534226,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
42.0,2.0,1950.0,0.0,19738.0,3,1,4,3,5,9.890300990731953,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
41.33,3.0,1970.0,15.0,14033.0,1,0,1,0,9,9.549166977751137,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
50.0,1.0,2006.0,10.0,15400.0,0,1,2,0,3,9.642122788401721,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
45.77,2.0,2019.0,1.0,21739.0,0,1,2,1,4,9.98686316145718,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
25.91,2.0,2017.0,14.0,23118.0,0,0,1,0,4,10.048366813854212,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
37.83,4.0,2014.0,45.0,24187.0,1,1,1,0,1,10.093570577723847,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
44.52,9.0,1969.0,11.0,15049.0,1,0,1,0,5,9.619066822786719,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
52.0,4.0,1965.0,21.0,14231.0,1,0,1,0,3,9.56317796268366,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
47.5,2.0,2017.0,19.0,15474.0,1,0,2,0,5,9.6469164751094,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
39.16,1.0,2016.0,27.0,21961.0,0,0,0,0,2,9.997023431927293,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
36.5,2.0,1960.0,9.0,17781.0,0,0,5,0,5,9.785885750455948,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
30.4,2.0,1960.0,9.0,17928.0,0,0,5,0,5,9.794119015480764,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
54.0,3.0,1950.0,18.0,11019.0,3,0,0,0,8,9.307376334487778,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
49.6,7.0,2002.0,17.0,16129.0,1,0,3,0,5,9.688374172917182,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
62.0,14.0,2020.0,11.0,25399.0,1,0,1,0,5,10.142465082152865,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
36.0,3.0,2019.0,8.0,14972.0,1,1,3,0,3,9.61393706902432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
57.64,2.0,2000.0,19.0,11971.0,1,0,4,0,8,9.39024233725137,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
48.37,1.0,2000.0,15.0,20674.0,1,0,1,0,3,9.93663215112843,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
82.2,8.0,1989.0,15.0,13260.0,0,0,0,0,3,9.492507263739853,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
69.0,1.0,2020.0,3.0,16072.0,0,0,4,2,7,9.68483390649477,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
38.5,4.0,1980.0,3.0,15558.0,0,0,4,2,7,9.652330254766719,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
55.0,1.0,2004.0,10.0,14891.0,0,0,1,0,6,9.608512282590205,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
36.0,2.0,2007.0,10.0,15278.0,1,0,5,0,6,9.634169164101305,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
49.5,9.0,1975.0,2.0,13313.0,2,0,3,1,8,9.496496280431916,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
55.95,1.0,2004.0,21.0,14120.0,0,0,3,0,4,9.555347511047232,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
50.0,3.0,1922.0,20.0,15800.0,0,1,0,0,2,9.667765219015058,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
100.0,2.0,2021.0,1.0,17422.0,5,4,4,5,9,9.765489054378838,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
49.0,4.0,2020.0,20.0,15102.0,0,0,2,0,9,9.62258246436337,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
52.0,3.0,2000.0,7.0,13058.0,1,0,3,0,9,9.477156251746578,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
50.58,3.0,2017.0,0.0,14873.0,3,2,2,2,9,9.607302767592598,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
46.7,2.0,2000.0,9.0,17773.0,2,0,3,0,6,9.785435730759993,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
60.91,2.0,2018.0,6.0,15433.0,7,0,7,0,9,9.64426335290083,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
50.56,3.0,2017.0,5.0,16515.0,4,0,2,0,7,9.71202433782489,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
38.2,3.0,1980.0,15.0,17016.0,1,0,2,0,9,9.741909356880074,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
71.5,5.0,2001.0,15.0,15930.0,0,0,2,0,4,9.675959402904095,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
36.0,2.0,2001.0,4.0,18056.0,2,0,0,1,2,9.801233318497372,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
41.76,1.0,2000.0,5.0,17000.0,1,0,2,1,6,9.740968623038354,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
36.41,1.0,2010.0,24.0,20049.0,0,0,1,0,2,9.90593455617918,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
93.31,2.0,2010.0,13.0,13921.0,0,0,2,0,6,9.541153770388567,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
34.0,3.0,1963.0,23.0,17294.0,2,0,2,0,8,9.758114899520375,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
59.1,1.0,1956.0,20.0,16074.0,0,0,0,0,1,9.684958338772663,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
100.0,4.0,2021.0,45.0,21138.0,0,0,0,0,1,9.958827647569292,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
42.12,1.0,2023.0,3.0,18732.0,2,0,5,1,6,9.837988570303432,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
44.71,11.0,2000.0,20.0,16976.0,1,0,4,0,5,9.739555860853764,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
29.0,8.0,2018.0,28.0,18793.0,2,0,0,0,9,9.8412397390566,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
34.28,1.0,2020.0,2.0,17999.0,3,0,3,0,7,9.798071479779479,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
100.0,2.0,1922.0,39.0,15806.0,1,1,1,0,1,9.668144893764921,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
70.0,2.0,2018.0,26.0,25399.0,1,0,1,0,1,10.142465082152865,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
52.7,2.0,2010.0,1.0,13852.0,1,1,4,1,4,9.536184905522312,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
45.61,1.0,2015.0,19.0,14799.0,1,0,2,0,5,9.602314889901848,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
45.61,1.0,2015.0,2.0,14799.0,1,1,4,1,7,9.602314889901848,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
65.0,1.0,2016.0,12.0,16508.0,3,0,3,0,6,9.711600390872473,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
46.0,1.0,1955.0,30.0,12717.0,3,0,0,0,9,9.450694960020746,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
48.62,1.0,2018.0,16.0,15940.0,1,0,2,0,5,9.676586952344206,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
66.64,1.0,1954.0,33.0,13000.0,3,0,0,0,9,9.472704636443673,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
93.0,2.0,2005.0,1.0,13548.0,5,1,6,4,7,9.513994213937663,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
82.29,1.0,2013.0,4.0,11666.0,1,0,0,1,7,9.364433907313582,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
80.7,3.0,1920.0,43.0,15489.0,1,0,0,0,2,9.647885373547759,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
100.0,3.0,2000.0,13.0,12549.0,0,0,1,0,3,9.437396260110308,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
40.5,3.0,2008.0,13.0,17259.0,1,0,4,0,6,9.756089025531404,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
35.7,4.0,1970.0,6.0,14986.0,3,0,4,1,6,9.614871710924255,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
80.56,2.0,2010.0,20.0,11420.0,0,0,4,0,4,9.343121483210002,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
100.0,1.0,2023.0,18.0,17854.0,1,0,1,0,1,9.789982851739307,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
52.0,3.0,1959.0,19.0,13442.0,3,0,0,0,8,9.506139412529912,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
53.31,2.0,2013.0,1.0,16488.0,1,1,5,1,7,9.710388122570295,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
74.0,7.0,2012.0,4.0,13243.0,0,0,7,1,7,9.491224389926964,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
59.75,3.0,1992.0,10.0,14527.0,1,0,2,1,5,9.583764265872883,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
60.68,2.0,1970.0,19.0,12805.0,0,0,2,0,9,9.457590998633625,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
75.61,3.0,2010.0,28.0,19997.0,0,0,1,0,2,9.903337541285003,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
95.0,2.0,1920.0,45.0,18421.0,1,0,0,0,0,9.821246597152218,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
42.79,5.0,2000.0,1.0,16336.0,3,0,3,1,7,9.701126540404447,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
48.85,2.0,1922.0,27.0,12262.0,0,1,1,0,1,9.414260328322634,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
34.0,3.0,1965.0,14.0,16176.0,0,0,0,0,4,9.691283941260252,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
64.1,9.0,1979.0,21.0,13963.0,3,0,0,0,7,9.544166252942194,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
42.44,3.0,2018.0,4.0,16376.0,2,1,8,0,8,9.703572127341126,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
45.5,3.0,2000.0,4.0,16154.0,2,0,4,0,4,9.689922976002242,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
43.3,2.0,1970.0,23.0,12448.0,2,0,2,0,8,9.429315246418172,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
50.5,9.0,1987.0,16.0,14832.0,0,0,0,0,7,9.604542287805636,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
62.86,2.0,2019.0,10.0,17976.0,0,0,3,1,6,9.796792813865165,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
72.0,1.0,2020.0,16.0,20819.0,1,0,1,0,1,9.943621310275773,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
40.0,3.0,2001.0,14.0,13975.0,1,0,0,0,5,9.5450252980233,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
61.0,3.0,2019.0,3.0,16721.0,3,0,4,0,6,9.724420693462669,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
49.1,5.0,2019.0,45.0,22499.0,0,0,0,0,1,10.021226142760383,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
48.11,6.0,1922.0,36.0,13511.0,0,0,0,0,2,9.51125944745996,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
59.0,1.0,2016.0,0.0,21186.0,1,1,1,1,4,9.961095865156441,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
37.83,4.0,2014.0,45.0,24187.0,1,1,1,0,1,10.093570577723847,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
45.27,4.0,1967.0,29.0,13210.0,3,0,0,0,9,9.488729397516371,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
51.53,1.0,1962.0,17.0,13002.0,3,0,1,0,9,9.472858470764415,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
85.5,4.0,2023.0,5.0,18994.0,1,1,3,1,5,9.851878418802897,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
62.2,3.0,2007.0,11.0,14309.0,1,0,1,0,6,9.568643988906736,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
44.5,2.0,1970.0,19.0,13236.0,1,0,2,0,9,9.490695669041504,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
40.5,3.0,1960.0,25.0,13457.0,2,0,2,0,8,9.507254695741542,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
36.58,3.0,2018.0,20.0,17742.0,0,0,4,0,4,9.783689989080532,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
53.0,3.0,1980.0,15.0,14811.0,1,0,1,0,9,9.603125426926972,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
39.0,2.0,2008.0,27.0,17923.0,0,0,5,0,6,9.793840083231597,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
81.63,1.0,2016.0,5.0,15313.0,2,0,9,0,8,9.636457419815208,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
55.12,6.0,2012.0,14.0,15693.0,0,0,2,0,9,9.66097003203872,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
96.0,2.0,1920.0,45.0,19948.0,0,0,0,0,1,9.900884166666014,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
50.0,1.0,2005.0,17.0,15300.0,0,0,1,0,4,9.635608107380527,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
61.0,3.0,1930.0,12.0,18033.0,0,1,1,0,1,9.799958691707271,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
52.0,3.0,1960.0,13.0,13077.0,3,0,1,0,8,9.478610240906502,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
42.0,10.0,1970.0,28.0,12619.0,2,0,0,0,9,9.44295889365291,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
58.5,2.0,2000.0,19.0,15368.0,1,0,1,0,1,9.640042704448392,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
47.25,3.0,2001.0,24.0,16296.0,0,0,6,0,6,9.698674957906642,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
54.45,1.0,2023.0,7.0,14674.0,6,0,7,0,9,9.59383249927394,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
42.0,3.0,2015.0,22.0,18690.0,3,0,2,0,5,9.835743900449609,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
37.81,1.0,1967.0,21.0,14520.0,2,0,2,0,8,9.583282288378786,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
58.2,2.0,2002.0,19.0,14777.0,1,0,2,0,5,9.600827196903634,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
36.0,10.0,2000.0,21.0,15278.0,2,0,4,0,6,9.634169164101305,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
36.34,6.0,2000.0,14.0,17584.0,0,0,2,0,4,9.774744676643403,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
85.12,1.0,2023.0,15.0,19960.0,0,0,0,0,4,9.901485549865455,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
64.0,1.0,1955.0,17.0,14516.0,0,1,0,0,2,9.583006768332961,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42.39,3.0,2023.0,2.0,16985.0,1,0,2,1,5,9.740085880594684,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
74.54,4.0,2018.0,3.0,15428.0,4,0,4,0,7,9.643939319328119,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
84.0,1.0,1930.0,25.0,16060.0,1,0,1,0,2,9.684086987500752,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
97.0,1.0,1941.0,32.0,15763.0,0,0,0,0,3,9.665420700626543,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
38.0,5.0,1970.0,14.0,18395.0,0,0,1,0,3,9.819834167538875,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
47.0,3.0,1970.0,7.0,11702.0,3,0,5,0,9,9.367515046348181,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
40.5,3.0,2000.0,25.0,12593.0,2,0,2,0,8,9.440896383005846,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
48.0,3.0,2013.0,8.0,17688.0,0,1,2,0,3,9.780641722537283,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
30.0,3.0,2012.0,6.0,18667.0,3,0,4,1,6,9.834512538032596,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
47.8,3.0,1998.0,16.0,19874.0,0,0,1,0,2,9.897167623791308,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
49.0,4.0,1936.0,18.0,15898.0,0,0,0,0,4,9.673948594133059,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
38.0,5.0,2000.0,15.0,18395.0,0,0,1,0,3,9.819834167538875,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
54.0,1.0,2018.0,5.0,15648.0,0,1,4,0,6,9.6580983922746,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
52.28,1.0,2021.0,2.0,13600.0,0,1,4,1,7,9.517825071724143,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
31.98,4.0,2021.0,7.0,15604.0,6,0,7,0,9,9.655282570626547,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
33.71,4.0,2013.0,5.0,15871.0,1,0,2,1,5,9.672248823507559,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
48.5,3.0,2018.0,0.0,13505.0,2,2,9,2,9,9.510815266226716,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
52.0,2.0,1980.0,19.0,13442.0,1,0,2,0,5,9.506139412529912,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
30.0,3.0,1960.0,19.0,18833.0,0,0,1,0,3,9.843365929194746,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
65.7,1.0,1960.0,18.0,11796.0,2,0,2,0,4,9.375515769935166,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
33.82,2.0,1950.0,28.0,14488.0,3,0,1,0,9,9.58107599956325,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
50.76,1.0,1920.0,44.0,18519.0,1,0,2,0,1,9.826552511062006,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
42.0,2.0,2022.0,14.0,19048.0,0,0,2,0,3,9.854717388166698,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
37.5,2.0,1920.0,45.0,19440.0,0,0,0,0,0,9.87508807801443,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
40.98,3.0,1966.0,20.0,13641.0,2,0,3,0,5,9.52083524249312,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
37.0,1.0,1970.0,16.0,14919.0,2,0,4,0,6,9.610390847382849,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
32.4,3.0,1922.0,23.0,15000.0,1,0,1,0,2,9.615805480084347,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
60.5,1.0,2012.0,7.0,16281.0,1,0,1,0,5,9.697754062731514,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
44.5,4.0,1937.0,24.0,17730.0,0,0,1,0,2,9.783013399068254,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
51.5,1.0,2010.0,10.0,18602.0,0,0,2,0,6,9.831024380802413,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
74.0,1.0,2011.0,1.0,12149.0,2,1,4,0,6,9.405002140854743,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
25.0,3.0,1922.0,23.0,17000.0,1,0,1,0,2,9.740968623038354,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
48.53,3.0,2000.0,21.0,11333.0,2,0,2,0,9,9.335474102732949,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
49.02,1.0,2007.0,31.0,17319.0,0,0,0,0,3,9.759559443729044,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
46.0,3.0,2006.0,27.0,16022.0,0,0,5,0,6,9.681718056775063,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
72.0,3.0,2011.0,18.0,15139.0,0,0,2,0,5,9.625029474611878,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
100.0,3.0,1995.0,2.0,13495.0,1,0,4,1,4,9.510074525452104,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
75.62,8.0,1997.0,12.0,14494.0,1,0,1,0,5,9.581490049669227,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
42.0,2.0,2000.0,24.0,18214.0,0,0,1,0,2,9.809945808127765,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
40.5,3.0,1963.0,26.0,16296.0,2,0,2,0,8,9.698674957906642,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
75.0,3.0,1998.0,17.0,14387.0,0,0,2,0,5,9.574080300037034,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
95.25,7.0,2008.0,17.0,19213.0,0,0,0,0,4,9.8633424122317,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
55.0,2.0,2015.0,7.0,12818.0,6,0,7,0,9,9.458605712064172,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
67.27,2.0,2012.0,6.0,14709.0,3,0,3,1,6,9.596214830319344,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
40.5,3.0,1963.0,17.0,16296.0,1,0,2,0,9,9.698674957906642,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
100.0,2.0,1935.0,29.0,17618.0,0,0,0,0,2,9.776676385669742,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
25.0,3.0,1922.0,45.0,20600.0,1,1,1,0,1,9.933046354777673,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
61.06,1.0,2022.0,21.0,22437.0,0,0,0,0,1,10.018466660859778,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
59.86,3.0,1990.0,45.0,14367.0,0,1,0,0,1,9.572689189010719,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
60.85,9.0,2012.0,10.0,13952.0,2,0,5,0,6,9.543378146148761,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
49.2,1.0,1970.0,21.0,13000.0,1,0,1,0,2,9.472704636443673,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
48.25,3.0,2002.0,15.0,13472.0,0,0,5,0,5,9.508368736482108,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
100.0,1.0,2023.0,1.0,24474.0,2,1,4,1,5,10.105366608545614,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
39.21,2.0,2022.0,6.0,17853.0,1,0,8,0,7,9.789926840312962,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
61.0,3.0,1930.0,10.0,20000.0,0,1,1,0,1,9.903487552536127,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
86.11,1.0,2020.0,10.0,17408.0,0,0,3,1,6,9.76468514965567,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
55.43,4.0,1976.0,10.0,13168.0,2,0,1,0,4,9.485544922916851,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
46.48,5.0,2017.0,10.0,16000.0,2,0,5,0,6,9.680344001221918,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
51.5,11.0,2000.0,21.0,16485.0,1,0,1,0,2,9.710206155505832,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
71.8,1.0,1995.0,17.0,14624.0,0,0,4,0,4,9.590419293693932,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
46.76,14.0,2022.0,9.0,21386.0,1,0,0,0,5,9.970491781316602,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
